sip,dip,sport,dport,prot,dsfield,ipflags,length,label,payload
10.1.60.203,10.1.60.25,64288,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,64288,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,52103,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,52103,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,52103,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,52103,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,52103,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,59230,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,59230,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,59230,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,59230,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,59230,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,55691,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,55691,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,55691,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,55691,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,55691,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.253,25,64005,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,64005,25,tcp,0x00,0x40,80,smtp,"HELO monitor
"
10.1.60.25,10.1.60.253,25,64005,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,64005,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.253,25,64005,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,60412,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60412,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,60412,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60412,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,60412,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,49851,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,49851,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,49851,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,49851,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,49851,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,56986,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,56986,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,56986,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,56986,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,56986,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,50011,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50011,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,50011,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50011,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,50011,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.253,25,59839,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,59839,25,tcp,0x00,0x40,80,smtp,"HELO monitor
"
10.1.60.25,10.1.60.253,25,59839,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,59839,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.253,25,59839,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,49836,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,49836,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,49836,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,49836,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,49836,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,64860,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,64860,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,64860,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,64860,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,64860,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,60544,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60544,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,60544,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60544,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,60544,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,59755,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,59755,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,59755,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,59755,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,59755,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.253,25,56335,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,56335,25,tcp,0x00,0x40,80,smtp,"HELO monitor
"
10.1.60.25,10.1.60.253,25,56335,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,56335,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.253,25,56335,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,50436,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50436,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,50436,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50436,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,50436,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,54628,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,54628,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,54628,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,54628,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,54628,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,51922,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,51922,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,51922,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,51922,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,51922,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,54162,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,54162,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,54162,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,54162,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,54162,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,60040,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60040,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,60040,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60040,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,60040,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.253,25,62060,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,62060,25,tcp,0x00,0x40,80,smtp,"HELO monitor
"
10.1.60.25,10.1.60.253,25,62060,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,62060,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.253,25,62060,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,55390,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,55390,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,55390,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,55390,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,55390,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,63611,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,63611,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,63611,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,63611,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,63611,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,60888,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60888,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,60888,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,60888,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,60888,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,52381,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,52381,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,52381,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,52381,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,52381,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.253,25,60394,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,60394,25,tcp,0x00,0x40,80,smtp,"HELO monitor
"
10.1.60.25,10.1.60.253,25,60394,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,60394,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.253,25,60394,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,62348,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,62348,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,62348,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,62348,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,62348,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,59061,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,59061,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,59061,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,59061,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,59061,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,56187,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,56187,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,56187,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,56187,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,56187,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,58820,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,58820,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,58820,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,58820,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,58820,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.253,25,63717,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,63717,25,tcp,0x00,0x40,80,smtp,"HELO monitor
"
10.1.60.25,10.1.60.253,25,63717,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.253,10.1.60.25,63717,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.253,25,63717,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,50748,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50748,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,50748,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50748,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,50748,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,50227,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50227,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,50227,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,50227,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,50227,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
10.1.60.25,10.1.60.203,25,61731,tcp,0x00,0x40,89,smtp,"220 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,61731,25,tcp,0x00,0x40,98,smtp,"HELO footballbat2.usma.bluenet
"
10.1.60.25,10.1.60.203,25,61731,tcp,0x00,0x40,89,smtp,"250 smtp.usma.bluenet
"
10.1.60.203,10.1.60.25,61731,25,tcp,0x00,0x40,72,smtp,"QUIT
"
10.1.60.25,10.1.60.203,25,61731,tcp,0x00,0x40,81,smtp,"221 2.0.0 Bye
"
